a,b,weight
410820,411670,2
410790,412040,2
410770,411520,2
353020,355430,2
353020,412680,2
410750,500720,2
353080,354390,2
353080,354780,2
410690,412625,2
410660,411520,2
353180,355400,2
410630,411460,2
410590,411840,2
410590,411420,2
410580,510790,2
410580,420430,2
410580,411820,2
353280,355535,2
410550,411350,2
353340,353650,2
410540,410830,2
130260,354980,2
410530,412855,2
353350,355030,2
410530,412405,2
410650,410940,2
410685,410760,2
353080,354800,2
353180,355030,2
353080,355030,2
130260,420540,2
353100,353320,2
120040,150140,2
353100,354980,2
410690,411885,2
353110,410690,2
353130,353810,2
410690,411850,2
353130,354650,2
120040,221100,2
353130,355370,2
410690,411750,2
120040,230280,2
353180,354850,2
410860,412625,2
410880,411790,2
410940,411370,2
411370,500270,2
352510,355170,2
352510,421690,2
352520,352590,2
411370,420540,2
352530,354110,2
411370,412550,2
120020,120060,2
411370,411480,2
352570,353950,2
352570,353960,2
411370,411410,2
140010,280030,2
140010,270430,2
411330,412140,2
352590,352690,2
411370,431410,2
352510,353050,2
411300,411520,2
411370,510790,2
411560,420890,2
411560,412125,2
352440,354870,2
352440,355030,2
352440,355410,2
110030,410690,2
352470,354970,2
352470,355220,2
411460,412770,2
352470,355670,2
352470,500370,2
411400,412065,2
411370,520870,2
352480,355710,2
352480,521150,2
411310,411550,2
352590,354340,2
410940,411520,2
411150,411250,2
411095,411560,2
352680,521250,2
411070,420910,2
411060,411840,2
352710,354340,2
410940,421930,2
352710,500720,2
352720,353850,2
352730,355220,2
352760,355150,2
410940,420890,2
410940,420810,2
410940,411760,2
352900,353370,2
352900,353870,2
352680,355030,2
352670,352690,2
352590,354680,2
411155,411885,2
411275,411670,2
411210,412625,2
411210,411750,2
411200,412796,2
352590,355400,2
411200,412550,2
411200,411990,2
140010,230580,2
352590,411990,2
352590,420910,2
411180,412410,2
352600,353550,2
140010,230440,2
352640,355010,2
411155,412730,2
353360,420820,2
410530,411095,2
352410,354940,2
354520,420420,2
354340,410420,2
410180,410580,2
410160,412630,2
410160,411990,2
354390,354870,2
410160,411200,2
354410,354780,2
354630,354890,2
353390,353950,2
354650,354980,2
410140,521150,2
410140,410370,2
354780,431490,2
354780,500830,2
410140,410150,2
354850,355280,2
120060,230440,2
410180,411520,2
354340,355090,2
354340,354980,2
410250,410770,2
354140,354340,2
410250,410430,2
410210,412625,2
354140,411370,2
354140,411690,2
410210,410690,2
354160,420820,2
354260,355100,2
354260,420890,2
130260,317020,2
410180,421930,2
410180,412820,2
354340,354780,2
130260,313670,2
354850,410690,2
354850,411520,2
354850,421130,2
354910,355030,2
355090,500830,2
354980,410690,2
355030,510622,2
354990,355240,2
130260,150553,2
355030,500270,2
354990,412550,2
355030,432250,2
355030,431440,2
355030,431240,2
354990,520870,2
355030,420200,2
355030,412080,2
355030,410490,2
130260,150360,2
355170,410690,2
354910,354970,2
354850,521150,2
355230,510623,2
354850,530010,2
354870,354980,2
130260,230765,2
410045,410770,2
410045,410345,2
354870,355450,2
410040,411990,2
355670,410690,2
354870,431560,2
354870,520870,2
130260,230190,2
354880,355240,2
355410,355480,2
355250,530010,2
355240,410690,2
410304,410430,2
354100,530010,2
410345,410880,2
120040,410480,2
353630,355170,2
353630,500830,2
410480,410530,2
410465,420670,2
410465,412550,2
353650,354870,2
120040,410690,2
410450,410840,2
410442,411150,2
410440,412575,2
353670,412550,2
353720,354260,2
410430,412250,2
410430,411960,2
353760,354100,2
353610,355010,2
130260,353440,2
410430,411420,2
410480,411345,2
410480,530010,2
410480,421660,2
410480,420820,2
130260,354340,2
353440,355220,2
353440,355645,2
353440,355670,2
120040,330100,2
353470,353650,2
353470,411370,2
353475,354980,2
410480,412402,2
353500,354560,2
410480,412090,2
353500,355340,2
353760,354870,2
410430,411295,2
410345,410940,2
130260,350840,2
410370,412710,2
353880,354640,2
353900,354340,2
410370,412240,2
410345,412800,2
353950,354340,2
354000,354780,2
410345,411885,2
354000,355030,2
354000,410690,2
354000,420890,2
410345,411580,2
354070,354390,2
410345,411520,2
354100,354260,2
353870,530010,2
410400,410580,2
410430,411210,2
353870,355670,2
353800,355410,2
353800,355540,2
410430,411060,2
353870,354000,2
353870,354340,2
130260,352470,2
410430,410860,2
410430,410760,2
353870,354750,2
410430,410550,2
353870,354870,2
410430,410480,2
410430,410442,2
130260,352050,2
410405,410480,2
411570,412820,2
352400,355670,2
150293,210005,2
420768,421690,2
350950,354850,2
110020,320520,2
420820,420890,2
420810,421660,2
350950,355170,2
350950,410765,2
350950,420540,2
420768,421610,2
351220,353500,2
420750,421820,2
150140,260790,2
420750,421480,2
350960,355670,2
420750,421400,2
351000,353550,2
351000,354220,2
420820,421720,2
420830,420930,2
420840,431180,2
150140,350760,2
420940,421870,2
420930,421930,2
420930,421480,2
420910,520110,2
420910,431010,2
420910,421930,2
350950,351490,2
420910,421870,2
350950,351620,2
420900,421003,2
420890,520870,2
150140,411370,2
420850,421480,2
420845,420910,2
350950,354140,2
351020,351150,2
420730,421620,2
351020,352240,2
420540,421130,2
110020,353740,2
351190,352600,2
351190,353320,2
420540,420570,2
351190,353640,2
351190,354140,2
351190,354550,2
351190,355535,2
420540,420545,2
351200,352480,2
351200,352930,2
420530,421970,2
351200,353350,2
150140,170950,2
351210,353950,2
351150,355700,2
351110,355600,2
420730,420940,2
110020,352940,2
351030,352100,2
420700,421870,2
420690,421400,2
420670,420820,2
420665,421100,2
420590,420910,2
351040,352390,2
351040,353180,2
351040,354400,2
351040,355240,2
351050,355030,2
351050,355070,2
351060,355645,2
351100,353320,2
351110,351740,2
350920,355650,2
350920,352730,2
350920,351640,2
430040,431710,2
430040,431110,2
350650,353100,2
350650,412410,2
421930,431280,2
421930,431180,2
421930,431140,2
421870,530010,2
350700,354060,2
150220,261160,2
421870,520110,2
350700,355700,2
421870,421880,2
350720,351190,2
150220,230190,2
350720,353640,2
350650,352570,2
350650,351440,2
350720,354180,2
430060,430310,2
430210,431260,2
430160,432055,2
350600,354990,2
430160,431730,2
350600,355220,2
430160,431490,2
350600,410690,2
350610,351200,2
350610,353950,2
430100,431180,2
350620,351910,2
350620,353550,2
350635,352030,2
430060,432300,2
110020,310400,2
350720,354000,2
350750,350790,2
350900,355030,2
350775,354980,2
421320,530010,2
421320,421480,2
350810,353960,2
350820,354940,2
350840,350850,2
350840,352400,2
150180,150360,2
350840,354520,2
421290,421720,2
421290,421420,2
350880,352710,2
350880,354160,2
421120,421760,2
421105,421930,2
421050,430700,2
421500,421580,2
421530,421780,2
350750,351230,2
421580,430770,2
350750,351540,2
350750,352530,2
350750,353670,2
350750,354870,2
350750,354970,2
350750,354990,2
350750,355240,2
350760,352590,2
350760,352850,2
421720,430700,2
350760,355240,2
421690,421970,2
421690,421720,2
350775,353020,2
421660,421690,2
420490,421720,2
351230,352640,2
140010,431410,2
412550,430700,2
412770,420910,2
412730,500720,2
150050,160027,2
412710,412750,2
352050,353060,2
352050,353440,2
352050,354400,2
150050,150553,2
351280,352690,2
352050,354880,2
412240,412710,2
412090,420890,2
352050,410345,2
352090,412680,2
352090,500600,2
411990,510704,2
352010,354940,2
351980,355610,2
351970,355060,2
412770,520110,2
420200,420830,2
420200,420290,2
420140,421870,2
420140,420700,2
420120,421930,2
420120,421190,2
351907,354990,2
420100,420540,2
150050,160030,2
420040,420400,2
420010,420420,2
351907,410180,2
351907,431490,2
351910,352710,2
412810,500540,2
352130,354940,2
411990,412820,2
352140,353080,2
411790,412770,2
411750,411840,2
411745,412770,2
352340,354100,2
352340,354870,2
411722,411790,2
411710,412810,2
352360,352530,2
352390,354390,2
140010,521880,2
352390,354780,2
411690,411750,2
140010,431690,2
352390,410240,2
352390,520030,2
411580,500370,2
352310,353980,2
411810,412790,2
411990,412796,2
352260,354980,2
352140,354910,2
352180,411180,2
352210,354100,2
411940,412550,2
352220,354520,2
150050,150543,2
411915,411990,2
352230,355030,2
352230,355400,2
411820,420820,2
352250,354870,2
352260,352570,2
411820,412820,2
352260,352670,2
411820,411990,2
420200,421130,2
150050,310670,2
351880,354580,2
351380,354000,2
420400,421850,2
420390,510622,2
420390,431180,2
420390,421003,2
351460,355170,2
351490,410240,2
420390,420930,2
351500,355670,2
420390,420840,2
351510,352220,2
420390,420820,2
150080,150220,2
351540,355300,2
420360,430210,2
351550,355030,2
420420,420445,2
420420,421010,2
420360,421930,2
420420,421055,2
351280,353180,2
351300,351880,2
110020,355030,2
420450,421250,2
420445,421185,2
351310,354325,2
420420,431490,2
420420,421850,2
110020,355230,2
110020,355240,2
351350,420820,2
351350,500830,2
351370,353870,2
351370,354390,2
351370,354750,2
150080,150170,2
420360,421190,2
351880,353870,2
420280,421870,2
110020,412550,2
420240,420930,2
351840,353800,2
420240,420690,2
351840,355410,2
150060,150360,2
351860,354090,2
351860,355170,2
420240,420300,2
420230,421800,2
110020,500270,2
351870,355030,2
351880,351907,2
351880,352260,2
351880,353070,2
351820,353550,2
420290,420750,2
351570,353980,2
351670,352710,2
150060,330100,2
351620,352010,2
420350,421360,2
420350,420768,2
150060,221100,2
420320,420910,2
420320,420540,2
420300,421930,2
351620,355170,2
420300,421720,2
420300,420480,2
351630,355650,2
420290,500270,2
420290,421820,2
420290,421480,2
317020,354970,2
110002,110004,2
280030,320530,2
280290,280740,2
310420,313375,2
291210,292740,2
311820,317020,2
310620,314520,2
210330,210990,2
260120,260510,2
313240,530010,2
315250,355620,2
261160,351340,2
311060,315960,2
310420,310620,2
312840,313670,2
312830,313690,2
311830,312770,2
250750,410690,2
313440,353500,2
315250,520870,2
314800,317100,2
313670,315250,2
291360,293290,2
311830,313620,2
250750,353870,2
210330,210860,2
312800,313130,2
160030,211130,2
291360,320530,2
291360,330455,2
231290,290980,2
280300,280570,2
260110,261410,2
315250,353070,2
311430,314800,2
313620,351907,2
313620,320500,2
315250,317120,2
260030,261160,2
221120,290320,2
291080,354970,2
290750,292990,2
310670,314070,2
270100,355630,2
315250,350950,2
291080,530010,2
280610,315780,2
315250,351340,2
315250,351350,2
261160,351040,2
311820,313440,2
311787,530010,2
250400,311530,2
250320,251530,2
280450,280710,2
311800,314610,2
311800,330455,2
280440,280490,2
314810,316210,2
291170,293330,2
311060,350760,2
311430,316960,2
291210,291360,2
312870,317070,2
291360,351880,2
314330,354970,2
260960,350320,2
310400,352530,2
280060,320530,2
312770,320530,2
210330,210340,2
312770,317020,2
160040,160060,2
210320,211220,2
313670,330100,2
260990,261160,2
260140,261160,2
311430,313420,2
280030,411370,2
290320,510704,2
314330,317080,2
312770,313670,2
315770,500660,2
291400,292860,2
311840,313940,2
313440,352570,2
314790,354340,2
220700,220800,2
310350,314810,2
260170,260290,2
250190,250630,2
230690,230760,2
230640,520030,2
313670,330490,2
280030,314330,2
250750,270430,2
210120,211220,2
310400,313630,2
250750,330455,2
220770,230730,2
290320,500830,2
315580,316070,2
221100,261110,2
210005,211160,2
315580,330240,2
221100,250400,2
313300,317170,2
210170,211130,2
261000,261540,2
231290,316720,2
313670,317010,2
310620,314990,2
221100,231290,2
312770,410690,2
230428,352900,2
315770,317020,2
313670,317120,2
310400,315780,2
310400,314800,2
221100,221110,2
291360,510704,2
314800,315340,2
311830,314610,2
221060,260110,2
230730,231130,2
270240,270800,2
290320,510525,2
160027,160030,2
250300,250720,2
315250,316370,2
230020,230580,2
311070,316200,2
291080,351880,2
250400,261160,2
290100,292740,2
315120,520870,2
230370,230770,2
250970,251210,2
310600,314470,2
290080,292530,2
291070,291400,2
210160,210990,2
251210,251620,2
310590,316250,2
230210,231180,2
230210,230765,2
315180,315290,2
313620,313940,2
250890,260360,2
310590,314930,2
314590,320530,2
210005,210160,2
251370,260720,2
261160,270230,2
230370,291005,2
261160,320530,2
313620,314140,2
313170,316935,2
311090,315180,2
314520,314710,2
310560,315780,2
230765,350840,2
310620,311340,2
230730,261160,2
261420,351210,2
314590,317200,2
311530,316990,2
290320,291460,2
313240,316370,2
170950,520870,2
251080,251210,2
314930,355220,2
261160,310620,2
170950,530010,2
311530,315210,2
311530,317130,2
311530,317200,2
230280,231270,2
261160,291480,2
261160,291360,2
310620,311530,2
315070,355430,2
230280,230770,2
311100,314760,2
314590,315250,2
310730,311910,2
250970,251620,2
230280,230370,2
313190,316720,2
313190,314590,2
315120,317080,2
230765,231240,2
230765,231290,2
230260,231340,2
251370,270730,2
313170,314710,2
251370,291005,2
230100,230970,2
314590,351350,2
291072,353870,2
210140,210530,2
230770,231290,2
170550,171610,2
291080,291920,2
311120,311200,2
314810,317200,2
230100,231290,2
230730,261110,2
313130,320500,2
230100,231240,2
290320,292890,2
313130,317130,2
310620,313190,2
311770,316370,2
313130,317020,2
260010,261360,2
313130,315720,2
230030,230730,2
260010,261390,2
261110,291840,2
315220,316720,2
311070,317070,2
150812,211160,2
260010,261530,2
311780,314730,2
261110,270670,2
313130,355030,2
291072,293330,2
315180,350950,2
230110,230760,2
230110,240800,2
313240,353080,2
251370,353870,2
310670,312980,2
270100,317010,2
315180,352590,2
291072,291640,2
310670,313620,2
291072,291760,2
230765,420910,2
291072,292200,2
313170,314080,2
311660,314520,2
314590,330630,2
260005,260790,2
311510,351620,2
250400,250970,2
315180,354870,2
314470,316870,2
260005,260680,2
315180,354990,2
313170,313670,2
314930,320500,2
230770,230960,2
311660,315880,2
310560,310620,2
313170,313380,2
260005,260760,2
260960,350950,2
310350,314280,2
311860,312410,2
260760,261070,2
312230,351620,2
260410,260950,2
312230,317070,2
312230,317020,2
250750,251120,2
314730,315250,2
311860,412550,2
311860,530010,2
316990,420910,2
260410,261170,2
240420,240720,2
211130,211280,2
311910,312160,2
310830,313490,2
314700,315720,2
312230,316040,2
292660,293050,2
292740,292860,2
310830,313310,2
290460,293330,2
292740,293010,2
210990,211400,2
313760,317120,2
313420,354340,2
230440,431490,2
260720,354070,2
230440,510340,2
210860,211280,2
313420,314800,2
313720,353630,2
310670,355030,2
310620,330100,2
270430,355030,2
260360,354400,2
311860,352590,2
312360,317070,2
260790,292740,2
230440,350600,2
315780,355030,2
310670,354390,2
312360,313490,2
316930,316940,2
316930,355030,2
260400,260520,2
230580,231290,2
211130,330240,2
250750,251290,2
313990,314410,2
261160,420540,2
310160,310620,2
316935,354780,2
312320,314520,2
310150,330600,2
311860,354780,2
292200,320490,2
270730,352570,2
211130,320500,2
313950,530010,2
210120,210360,2
310670,354880,2
311860,354880,2
211130,311830,2
270730,270770,2
230440,520140,2
311330,314390,2
310670,520510,2
260600,260880,2
312160,313510,2
292740,510340,2
314700,500320,2
260720,261070,2
260600,260960,2
317010,521150,2
260600,261390,2
240800,240940,2
314700,520320,2
314710,315140,2
310730,316110,2
160030,310670,2
270630,353870,2
311270,314330,2
314700,520640,2
270630,270800,2
310710,316930,2
210030,350320,2
260620,261070,2
261160,520870,2
210530,261110,2
314700,521523,2
292920,293070,2
260640,261250,2
240810,313670,2
270480,270770,2
293010,293360,2
260680,260790,2
312160,530010,2
311320,311800,2
292740,420820,2
260720,292740,2
230550,230690,2
260520,261000,2
292740,330240,2
260720,314590,2
160053,160070,2
310670,530010,2
171820,172065,2
290520,291170,2
250630,421660,2
292740,350600,2
210280,211130,2
260720,292770,2
312230,313375,2
260520,261640,2
210540,210910,2
270480,270630,2
293330,350160,2
317010,354340,2
292740,354850,2
292740,354870,2
260720,290570,2
313840,316290,2
317010,354940,2
292740,420540,2
312230,312770,2
311930,317040,2
260720,270430,2
312230,312320,2
310160,311160,2
313720,314790,2
313380,314330,2
310670,330630,2
250180,270430,2
311860,313665,2
210120,210860,2
313375,355170,2
311860,313670,2
315960,355030,2
313670,354780,2
270430,330455,2
311030,311160,2
290650,290730,2
290600,293010,2
311160,313240,2
210300,230440,2
260290,260410,2
240140,240325,2
170210,172120,2
310620,354980,2
260950,261450,2
230440,280030,2
210120,210570,2
260290,261000,2
260290,261180,2
260290,261370,2
270860,270940,2
220190,220220,2
210300,210820,2
240140,260360,2
210005,240990,2
310320,311860,2
310670,350920,2
315960,353870,2
260960,330455,2
220430,280480,2
220430,260720,2
172100,355670,2
310340,316860,2
291460,291750,2
310670,317070,2
210300,210910,2
210320,210340,2
310340,314140,2
240120,251370,2
260960,261370,2
315780,530010,2
160040,310670,2
280030,291080,2
291480,291955,2
170610,171610,2
311860,313620,2
230440,250400,2
310340,311370,2
260190,261070,2
313670,350950,2
170310,171610,2
315960,350950,2
250180,292740,2
250750,260960,2
310340,310620,2
314110,410690,2
310620,312410,2
310620,320500,2
240140,330455,2
310670,352720,2
316470,354340,2
311230,312160,2
211220,211250,2
313670,510790,2
260880,261160,2
260360,261420,2
210160,210960,2
290460,292740,2
291750,293010,2
311340,313940,2
211130,431490,2
314000,330455,2
312510,315250,2
314730,354990,2
312510,317070,2
260790,431490,2
310670,352590,2
316720,351380,2
260360,260960,2
311160,316930,2
291800,293330,2
291840,292400,2
230640,231180,2
240140,351210,2
230640,231290,2
260790,350570,2
313720,314300,2
291640,293135,2
310620,330070,2
291640,293290,2
310620,316990,2
310170,310620,2
240140,351350,2
210300,210330,2
250110,250970,2
261160,411370,2
314110,314740,2
291640,310620,2
311230,312800,2
260790,353870,2
291800,292740,2
411460,412350,1
411420,411915,1
261250,530010,1
261420,500370,1
411420,411480,1
411375,520480,1
411370,431440,1
411373,411960,1
411420,530010,1
411480,521850,1
411420,412580,1
411490,411610,1
411440,411450,1
411450,411880,1
411460,412560,1
261370,261640,1
411460,500500,1
172210,520320,1
411480,411710,1
411375,412580,1
411400,412770,1
411450,411760,1
261240,261640,1
261250,261540,1
261360,261390,1
411370,521973,1
411450,412500,1
411450,412770,1
411480,411960,1
261360,261530,1
411400,411480,1
261360,291070,1
172210,421320,1
411450,420910,1
411370,500660,1
411400,412795,1
411373,411440,1
411440,411780,1
411440,411490,1
411400,420890,1
411373,412795,1
411180,411885,1
411370,430460,1
410990,411060,1
410980,412850,1
410980,412710,1
410980,412240,1
410980,412000,1
120020,292740,1
410970,420360,1
410970,412410,1
270430,350600,1
410965,411400,1
410940,520870,1
410940,430510,1
270430,353870,1
410940,421420,1
270430,354140,1
270430,354990,1
410980,420820,1
410990,411520,1
410940,412796,1
410990,412810,1
411080,411727,1
411070,421930,1
172100,520110,1
411070,412230,1
411070,412060,1
270430,280150,1
411070,411370,1
270430,291080,1
411060,412790,1
270430,291480,1
411060,411400,1
411050,411990,1
411010,412560,1
411010,411990,1
411010,411070,1
410940,412810,1
410940,412795,1
411080,412500,1
410860,411710,1
270430,421010,1
410860,411350,1
270430,421820,1
410840,412480,1
410840,412140,1
410840,411990,1
410840,411850,1
410840,411760,1
410840,411460,1
410840,411330,1
410840,410940,1
410830,431750,1
410830,431490,1
410830,431410,1
270480,270670,1
410860,411610,1
270430,420820,1
410940,412770,1
410880,411535,1
410940,412680,1
410940,412580,1
410940,412560,1
410940,412350,1
410940,411960,1
270430,410420,1
410940,411450,1
270430,410690,1
410940,411150,1
410880,500500,1
410880,412770,1
410880,412740,1
410880,411990,1
410880,411885,1
270430,420540,1
411080,412250,1
172120,221060,1
411370,430210,1
270100,315770,1
411350,411840,1
411350,411710,1
270100,350520,1
270100,350620,1
411320,412550,1
411320,411990,1
411320,411915,1
270100,350950,1
411310,411420,1
411300,412530,1
270100,352670,1
270100,355030,1
411250,411375,1
411210,530010,1
411210,411960,1
411370,411420,1
120020,230440,1
270100,500540,1
411370,411570,1
261450,261530,1
270030,270240,1
172210,350390,1
270030,270480,1
120020,120050,1
270030,270670,1
270030,270860,1
270030,270940,1
270030,412630,1
270100,270730,1
270100,312710,1
411370,411990,1
120020,130420,1
270100,313630,1
270100,314430,1
270100,355690,1
411210,411480,1
270300,270930,1
411155,500600,1
120020,261160,1
270240,270630,1
411155,412680,1
270240,270770,1
411155,411520,1
411155,411480,1
411150,412240,1
411150,412065,1
411150,411450,1
120020,270770,1
270240,270860,1
411110,411480,1
270240,270940,1
270240,292400,1
270300,270430,1
411155,500370,1
411155,500720,1
411210,411420,1
411160,411750,1
411210,411370,1
270100,500600,1
270100,510622,1
270100,510623,1
411200,411770,1
411180,500720,1
411180,421660,1
172210,314790,1
411180,412660,1
270170,270730,1
411180,412090,1
411180,411990,1
411490,412110,1
120020,230730,1
172120,500270,1
411490,411960,1
261160,290390,1
411490,412575,1
420140,420880,1
110020,500720,1
260950,510792,1
420140,421880,1
420140,421800,1
420140,421770,1
420140,421170,1
420140,421040,1
420140,420910,1
260960,261110,1
260960,320520,1
110020,500830,1
420130,421480,1
210005,211400,1
420130,420205,1
260960,310620,1
420125,420910,1
420125,420890,1
420125,420240,1
260950,411370,1
420200,420320,1
420200,420460,1
420200,420540,1
420210,420380,1
260950,261250,1
420200,431490,1
420200,430210,1
420200,421930,1
420200,421820,1
420200,421780,1
420200,421750,1
420200,421620,1
420200,421480,1
420200,421290,1
420200,421250,1
420200,420910,1
420200,420850,1
260950,261640,1
260950,270730,1
420200,420750,1
420125,420170,1
260960,330240,1
260950,261070,1
412730,500540,1
412770,421100,1
261000,261180,1
412770,420890,1
412770,412795,1
412730,520870,1
412730,510760,1
261000,261250,1
412730,500600,1
412720,412790,1
420120,420750,1
261000,261410,1
412690,412720,1
110020,510622,1
261000,261640,1
412630,420820,1
412625,412810,1
412580,500720,1
412580,412680,1
412770,431870,1
260990,261450,1
412796,420820,1
412810,421690,1
260960,352390,1
420120,420240,1
260960,352470,1
260960,355100,1
420080,421690,1
420080,421575,1
420080,420490,1
420080,420350,1
420070,420540,1
260960,421320,1
420020,421480,1
420010,421140,1
420010,420810,1
420010,420445,1
412820,420910,1
412810,530010,1
260990,261220,1
420210,420450,1
260890,261090,1
411520,411580,1
420290,420480,1
420290,421660,1
260720,313375,1
420290,420850,1
420290,420830,1
260720,330455,1
420290,420690,1
420290,420590,1
260720,352590,1
420290,420460,1
420253,421970,1
420290,420320,1
420280,421770,1
420280,421120,1
420280,420940,1
260720,410180,1
420270,420630,1
420260,421930,1
420260,421660,1
420300,420390,1
420300,420430,1
210030,270730,1
420300,421290,1
420360,421690,1
260680,260960,1
420360,421050,1
260680,261110,1
260680,261370,1
420360,420400,1
110020,411520,1
420350,421720,1
420350,421610,1
260680,261530,1
260680,261640,1
420350,420640,1
420350,420420,1
210030,314430,1
420320,420820,1
210030,292770,1
260720,261110,1
420260,420570,1
420253,421750,1
260890,261000,1
260790,500270,1
110020,420420,1
110020,421600,1
110020,431870,1
260790,355030,1
260790,355670,1
260790,410690,1
420240,420390,1
420240,420360,1
110020,500230,1
420253,421610,1
420230,430460,1
260890,260950,1
420230,421190,1
420230,420830,1
110020,500370,1
420230,420460,1
420213,421360,1
420213,421030,1
110020,420390,1
260790,351880,1
110020,420360,1
260790,330455,1
420253,420445,1
420240,530010,1
260760,260790,1
420240,431140,1
420240,430310,1
420240,421970,1
420240,421930,1
110020,411560,1
420240,421800,1
210030,221100,1
420240,421690,1
210005,520510,1
260790,261170,1
260790,270300,1
260790,270430,1
420240,421190,1
260790,291005,1
412580,412625,1
412570,500790,1
412570,412635,1
172210,521308,1
411620,420230,1
411620,412820,1
411620,412550,1
411610,411930,1
411610,411722,1
411605,412635,1
411605,412405,1
411580,510340,1
411580,500060,1
261160,354330,1
411580,430470,1
411580,421690,1
411580,420910,1
411580,420890,1
261160,352900,1
261160,353650,1
261160,353670,1
261160,353870,1
411670,411790,1
411670,412680,1
411670,412770,1
411670,412800,1
411810,411840,1
261160,312770,1
411790,412740,1
411780,412065,1
411770,412060,1
261160,313170,1
411770,411820,1
261160,317020,1
411745,412795,1
261160,320520,1
411722,412795,1
411722,412740,1
172210,530010,1
411690,411960,1
411690,411840,1
261160,350600,1
411670,520330,1
411580,412125,1
261160,354340,1
412560,421050,1
261160,420900,1
110028,320160,1
261160,420420,1
411520,412710,1
411520,412680,1
110029,510795,1
261160,420820,1
411520,412550,1
411520,412530,1
411520,412140,1
411570,412550,1
261160,430770,1
411520,411990,1
261160,431320,1
261160,431490,1
261160,500270,1
261160,500330,1
261160,510795,1
411520,411670,1
411520,420200,1
411520,420240,1
411520,420420,1
411520,420820,1
411570,412230,1
411570,411820,1
411570,411620,1
411560,421130,1
261160,354780,1
411560,420650,1
411560,412770,1
261160,354850,1
261160,354870,1
411560,411605,1
261160,355670,1
261160,410180,1
261160,410690,1
411520,510704,1
411520,510340,1
411520,500370,1
411520,420910,1
261160,311860,1
261160,311787,1
411820,411915,1
412230,420910,1
412350,420910,1
412350,412770,1
412350,412570,1
412250,412550,1
210005,210325,1
412240,412660,1
412230,431680,1
110020,510840,1
412230,412550,1
411820,412230,1
412180,412410,1
412080,420910,1
412000,412850,1
412000,412560,1
411990,522140,1
261110,313670,1
261110,313820,1
411990,510040,1
412350,421290,1
412350,500090,1
412350,500430,1
261090,261160,1
261070,270430,1
261070,280320,1
261070,330455,1
412550,421660,1
412550,421580,1
412550,421320,1
412550,421130,1
261070,353870,1
261070,410690,1
412550,420580,1
412550,420460,1
412550,412560,1
261070,530010,1
412480,421690,1
412480,421310,1
412480,420820,1
412410,412660,1
411990,510030,1
411990,431410,1
411990,421660,1
110020,520640,1
411880,412500,1
411850,430660,1
411850,412820,1
411850,412770,1
411850,412350,1
411850,412140,1
261160,280320,1
261160,280480,1
411840,412040,1
411840,411960,1
411820,510792,1
411820,510040,1
411820,431560,1
411820,421660,1
411820,420910,1
411820,420540,1
261160,291080,1
110020,520870,1
411915,412080,1
411990,420700,1
411915,412230,1
411990,420380,1
261110,314330,1
261110,350950,1
261110,351110,1
411990,412230,1
261110,510025,1
411960,420210,1
411960,412800,1
411960,412770,1
261160,261250,1
210005,210232,1
411940,420360,1
411940,412560,1
261160,261410,1
411940,411990,1
411915,530010,1
261160,261570,1
410830,412570,1
317020,353870,1
270480,270690,1
355400,355670,1
172100,172210,1
355535,500230,1
355535,412000,1
355450,411990,1
355430,500830,1
291360,317020,1
355430,500540,1
355430,500270,1
355400,410690,1
355400,355410,1
355620,420910,1
355340,355710,1
355330,355640,1
355300,410690,1
355255,410240,1
291360,354070,1
355250,521150,1
355240,500830,1
355240,412810,1
355240,410920,1
355620,420590,1
291360,291640,1
291360,410690,1
355710,520870,1
410050,410430,1
291170,292530,1
410045,410430,1
410040,412560,1
291170,520870,1
410040,411915,1
410040,411760,1
410040,410765,1
291210,291390,1
355670,530010,1
355630,521150,1
355670,500270,1
355670,420890,1
355670,412550,1
172100,230440,1
355670,410240,1
355650,420820,1
355650,411520,1
291360,291560,1
355645,410480,1
291360,355030,1
355240,355400,1
355030,522140,1
355170,355230,1
355170,510623,1
355170,500720,1
355170,500540,1
355170,420910,1
355170,412680,1
355170,411885,1
291400,293050,1
355170,355340,1
355170,355250,1
355160,355210,1
355210,355650,1
355150,355630,1
355150,355170,1
355100,520510,1
355100,431710,1
355100,412240,1
291400,293360,1
355090,355150,1
291460,291840,1
355060,355160,1
355170,530010,1
355220,355280,1
355230,500830,1
355220,421320,1
355230,420590,1
291360,520870,1
355230,355430,1
355230,355255,1
291390,291640,1
355220,520870,1
355220,431490,1
355220,430460,1
355220,421690,1
355220,420910,1
291400,292400,1
355220,412550,1
355220,412080,1
355220,411520,1
291390,292510,1
130190,130250,1
291390,292530,1
355220,355650,1
291390,293330,1
291400,291460,1
410050,410560,1
410050,410660,1
410050,410860,1
410180,420910,1
410190,411520,1
291072,291170,1
410190,410860,1
410190,410640,1
410190,410370,1
410180,530010,1
172100,292740,1
410180,421660,1
410180,421130,1
410180,420820,1
410190,412240,1
410180,420230,1
120060,130420,1
410180,411915,1
172100,291470,1
410180,411420,1
410180,411070,1
410180,410765,1
291072,292740,1
291072,293290,1
410190,412000,1
410190,412710,1
410050,410880,1
410210,411350,1
410210,500540,1
291060,292740,1
291060,293010,1
410210,411960,1
410210,411810,1
410210,411710,1
291060,355030,1
410210,411480,1
410210,411375,1
410210,411210,1
410190,412850,1
410210,410430,1
410200,420830,1
