spec;section;outcome;row_type;value
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_pre_ftest";   0.9267"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_n_obs";      28,606"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_n_firms";       3,605"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_main";   0.0045**
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_main_se";   0.0023"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_pre";   0.0019
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_pre_se";   0.0024"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_pre_ftest";   0.7200"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_n_obs";      31,326"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_white_n_firms";       3,957"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_main";   0.0012
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_main_se";   0.0012"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_pre";  -0.0008
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_pre_se";   0.0009"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_pre_ftest";   0.6973"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_n_obs";      27,750"
"disentangle_race";"firm_cross_firm";"lr_remdezr_w";"c_nonwhite_n_firms";       3,500"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_main";   0.0102***
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_main_se";   0.0024"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_pre";   0.0015
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_pre_se";   0.0021"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_pre_ftest";   0.4187"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_n_obs";      32,145"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_white_n_firms";       4,056"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_main";   0.0027**
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_main_se";   0.0014"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_pre";   0.0000
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_pre_se";   0.0008"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_pre_ftest";   0.8219"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_n_obs";      28,606"
"disentangle_race";"firm_firm_year";"lr_remdezr_h_w";"c_nonwhite_n_firms";       3,605"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_main";   0.0063***
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_main_se";   0.0024"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_pre";   0.0017
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_pre_se";   0.0024"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_pre_ftest";   0.7582"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_n_obs";      31,326"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_white_n_firms";       3,957"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_main";   0.0019
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_main_se";   0.0012"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_pre";  -0.0008
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_pre_se";   0.0010"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_pre_ftest";   0.6827"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_n_obs";      27,750"
"disentangle_race";"firm_cross_firm";"lr_remdezr_h_w";"c_nonwhite_n_firms";       3,500"
